Topic,Subject,Start Date,Start Time,End Date,End Time,Speaker(s),Description,Location,URL
,Foreign influence in the Trump era (Election/Politics Track),2018-03-09,11:30 a.m.,2018-03-09,12:30 p.m.,Sarah Bryner,"The Center for Responsive Politics will share its new and improved tools for tracking foreign lobbying. We'll describe the best way to review the complicated web of foreign influence, including data on lobbying activities, donations from Russian-American citizens and dark money groups with foreign ties 
",Clark,http://ire.org/events-and-training/event/3189/3570/
,Conversation: Collaboratives and cooperatives,2018-03-09,11:30 a.m.,2018-03-09,12:30 p.m.,Forest Gregg,"If you want to go fast, go alone. If you want to go far, go together. If we work together, we can save money and take on more ambitious projects, but cooperation with competitors is hard. In this conversation, we will share experiences of folks who have attempted to build cooperative data efforts amongst organizations — what has worked and what hasn't.
",Halsted,http://ire.org/events-and-training/event/3189/3688/
,Inside the sausage factory: An inside look at government data making,2018-03-09,11:30 a.m.,2018-03-09,12:30 p.m.,"Josh Kalov, Hunter Owens, Rebecca Williams","What lives behind the records request? This session will bring together three experts in government data collection and use to discuss how governments collect, use and distribute data.  
Each of the three panelists has extensive experience collecting and using data at either the local, state or federal level. With that, they will discuss why data is collected, how to track down data, what formats are used and other nuances of the governmental data making process. 
",Addison,http://ire.org/events-and-training/event/3189/3594/
spreadsheets,Beyond 1M rows: Using and joining large datasets in Excel,2018-03-09,11:30 a.m.,2018-03-09,12:30 p.m.,"Leo Zhao, Callie Neylan, Joseph Chirilov","The old restriction of 1 million rows in Excel no longer applies. Get and Transform in Office 2016 allows you to connect to large data sources, query them and even merge tables straight from your spreadsheet. We will be looking at visualizing this data in Excel with Pivot Charts.
",Purdue/Wisconsin,http://ire.org/events-and-training/event/3189/3663/
,Finding the story: Immigration,2018-03-09,11:30 a.m.,2018-03-09,12:30 p.m.,Angilee Shah,"There are some 320 million people in the U.S., and 43 million of them were born abroad. About 11 million people are undocumented and over 5.1 million children have at least one undocumented parent. 860,000 people have applied for temporary legal status because they were brought to the U.S. without proper documentation as children. Over 500,000 people are waiting for their cases to be heard in immigration courts. Some 270,000 people in the U.S. came as refugees. On any given day, about 40,000 people are in immigration detention.
The numbers surrounding immigration can be daunting and hard to track down. In this session, we'll go through some of the most useful datasets available and talk about some of the data that's a bit tougher to find. We'll talk about how to use that data to get leads on local and national stories — and what to do when the government is not providing data about its immigration actions.
This session is good for: Anyone. No technical skills are needed for this workshop, though a little bit of comfort with math and some perseverance will help. 
",Indiana/Iowa,http://ire.org/events-and-training/event/3189/3667/
,R 3: Gathering and cleaning data in R,2018-03-09,11:30 a.m.,2018-03-09,12:30 p.m.,Caelainn Barr,"Learn how to use R to scrape data from web pages, access APIs and transform the results into usable data. This session will also focus on how to clean and structure the data you've gathered in preparation for analysis using tidyverse packages.
This session is good for: People who have used R and have a basic understanding of how to retrieve data from APIs.
",Northwestern/Ohio St,http://ire.org/events-and-training/event/3189/3615/
,Demystifying data science,2018-03-09,11:30 a.m.,2018-03-09,12:30 p.m.,Hadley Wickham,"Sometimes, you'll hear data journalism described as magic, when in reality, it can be hard work. RStudio's Hadley Wickham talks about overcoming some of the challenges in working with data, how simple it can be to start working with data in your stories and how you can be a better data journalist and data scientist.
",Grand Ballroom III,http://ire.org/events-and-training/event/3189/3542/
,Media lawyers brown-bag,2018-03-09,12:45 p.m.,2018-03-09,1:45 p.m.,"Maggie Mulvihill, Matt Topic, Katie Townsend","During the media lawyers brown-bag, between 12:45 and 1:45 p.m. on Friday, March 9, bring your lunch and your questions for a personal discussion with a panel of media lawyers and FOIA-savvy speakers. We'll provide drinks and dessert.
",Grand Ballroom I,http://ire.org/events-and-training/event/3189/3587/
javascript,Intro to D3 (Hosted by the Society for News Design) (Design Track),2018-03-09,2:15 p.m.,2018-03-09,3:15 p.m.,"Darla Cameron, John Muyskens","We'll cover the basics of getting started with D3, even if you've never used it before. Then we'll take several real datasets and use them to create a few basic charts.
This session is good for: Anyone interested in D3 and design.
",Lincolnshire,http://ire.org/events-and-training/event/3189/3678/
,"2,000+ data points on 7,000+ colleges: How to make stories & sense of the College Scorecard (Sponsored by Lumina Foundation)",2018-03-09,2:15 p.m.,2018-03-09,3:15 p.m.,"Kim Clark, Sarah Butrymowicz, Andrew Kreighbaum","The College Scorecard, conceived in response to the negative effects of high-profile college rankings, provided the public for the first time with information about the earnings of graduates who attended a school as well as their typical student loan debt and repayment rates. A vast federal database underlies the tool, including fields breaking down outcomes for socioeconomic and demographic groups at each school. This panel will walk through what's what in the database, as well as how to clean it, analyze it and turn it into stories, from quick hits to in-depth projects.
",Addison,http://ire.org/events-and-training/event/3189/3586/
,Super session: Free Google tools for data analysis and visualization,2018-03-09,2:15 p.m.,2018-03-09,4:15 p.m.,Marco Tulio Pires,"Use this super session (1 hour and 45 minutes) to dive deeper into free Google tools for your data-driven reporting. Learn the latest tricks and tips for tools such as Google Sheets and Google Maps, and also new tools like Cloud Data Studio and Cloud Dataprep. You'll leave equipped with new skills you can put to work the moment you return to the newsroom or classroom. No previous knowledge required!
",Grand Ballroom I,http://ire.org/events-and-training/event/3189/3557/
>>>>>>> origin
web development,GitHub for journalists (repeat session),2018-03-09,2:15 p.m.,2018-03-09,3:15 p.m.,"Kendall Taggart, John Templon","We'll cover Github's basics features  — repositories, commits, branches, pull requests and issues — using a recent data-driven story as a case study. The goal is for you to leave the class and be able to use GitHub on your own for your next story.
Please note: You will need to bring your own laptop to participate in this class. You will also need to have created an account at GitHub.com and install GitHub Desktop prior to the class. 
This session is good for: Journalists who want to collaborate on data analyses, back up their work and share their methodology with (nerdy) readers.
",Grace,http://ire.org/events-and-training/event/3189/3675/
<<<<<<< HEAD
,Super session: Investigating racial inequality (Diversity Track),2018-03-09,2:15 p.m.,2018-03-09,4:15 p.m.,"Nikole Hannah-Jones, Ron Nixon, Teresa Cordova, Susan Richardson","This super session (1 hour and 45 minutes) will provide a roadmap to investigating inequality, with relevant data sets and story ideas for any community and any platform. Hear from leading experts on emerging topics and trends, with practical advice for producing stories with impact. Learn how to frame stories in the proper historical context and find key sources to breathe life into your data findings.
",Grand Ballroom II,http://ire.org/events-and-training/event/3189/3558/
javascript,Intro to D3 (Hosted by the Society for News Design) (Design Track),2018-03-09,2:15 p.m.,2018-03-09,3:15 p.m.,"Darla Cameron, John Muyskens","We'll cover the basics of getting started with D3, even if you've never used it before. Then we'll take several real datasets and use them to create a few basic charts.
This session is good for: Anyone interested in D3 and design.
",Lincolnshire,http://ire.org/events-and-training/event/3189/3678/
,"2,000+ data points on 7,000+ colleges: How to make stories & sense of the College Scorecard (Sponsored by Lumina Foundation)",2018-03-09,2:15 p.m.,2018-03-09,3:15 p.m.,"Kim Clark, Sarah Butrymowicz, Andrew Kreighbaum","The College Scorecard, conceived in response to the negative effects of high-profile college rankings, provided the public for the first time with information about the earnings of graduates who attended a school as well as their typical student loan debt and repayment rates. A vast federal database underlies the tool, including fields breaking down outcomes for socioeconomic and demographic groups at each school. This panel will walk through what's what in the database, as well as how to clean it, analyze it and turn it into stories, from quick hits to in-depth projects.
",Addison,http://ire.org/events-and-training/event/3189/3586/
,Super session: How emerging technologies can aid your storytelling,2018-03-09,2:15 p.m.,2018-03-09,4:15 p.m.,"Padraic Cassidy, Marc Lavallee, Simon Rogers, Sanette Tanaka Sloan, Emily Withrow","These days, staying up to date on new tools and separating reality from science fiction can feel like a full-time job… on top of everything else we have to do. In a series of lightning talk-style presentations, we will walk through what emerging tools we're using and excited about, why it's worth making the case for experimentation, even in a small newsroom, and how to incorporate new tools into your workflow, your newsroom and your user experience.
",Grand Ballroom III,http://ire.org/events-and-training/event/3189/3524/
,Conversation: Journalism residency fellowships,2018-03-09,2:15 p.m.,2018-03-09,3:15 p.m.,"Soo Oh, James Thomas, Tyler Dukes","Imagine taking time off from the newsroom to spend a fully paid academic year at a university. While you're there, you join your cohort of other journalists in auditing college classes, meeting with news industry leaders and learning from each other. The opportunities that arise from access to a university and time out of the news cycle can transform the way you approach your work and the journalism industry.
This session is geared toward journalists who are wondering whether a fellowship is right for them right now, what the application process is like and what kinds of experiences fellowships offer. Journalists who have done residency fellowships are encouraged to join and share their experiences.
",Halsted,http://ire.org/events-and-training/event/3189/3687/
=======
>>>>>>> origin
statistics,R: Statistics,2018-03-09,2:15 p.m.,2018-03-09,3:15 p.m.,Steve Reilly,"Learn how to use R to spot trends and identify relationships in data using social science theories and methods. In this session, we will use R for statistical significance tests, cross-tabulations and linear regression.
This session is good for: Anyone who is comfortable working with spreadsheets and database managers and wants to learn how to do basic statistical analysis. Some experience with R will be helpful.
",Northwestern/Ohio St,http://ire.org/events-and-training/event/3189/3644/
,Conversation: Journalists of color in the newsroom (Diversity Track),2018-03-09,2:15 p.m.,2018-03-09,3:15 p.m.,Disha Raychaudhuri,"Join an honest, off-the-record discussion on the challenges of being a journalist of color in newsrooms, which are mostly dominated by white people. And how can we, as JOCs, try to fix it from the inside?
",Halsted,http://ire.org/events-and-training/event/3189/3724/
,Super session: Investigating racial inequality (Diversity Track),2018-03-09,2:15 p.m.,2018-03-09,4:15 p.m.,"Nikole Hannah-Jones, Ron Nixon, Teresa Cordova, Susan Richardson","This super session (1 hour and 45 minutes) will provide a roadmap to investigating inequality, with relevant data sets and story ideas for any community and any platform. Hear from leading experts on emerging topics and trends, with practical advice for producing stories with impact. Learn how to frame stories in the proper historical context and find key sources to breathe life into your data findings.
",Grand Ballroom II,http://ire.org/events-and-training/event/3189/3558/
,Super session: How emerging technologies can aid your storytelling,2018-03-09,2:15 p.m.,2018-03-09,4:15 p.m.,"Padraic Cassidy, Marc Lavallee, Simon Rogers, Sanette Tanaka Sloan, Emily Withrow","These days, staying up to date on new tools and separating reality from science fiction can feel like a full-time job… on top of everything else we have to do. In a series of lightning talk-style presentations, we will walk through what emerging tools we're using and excited about, why it's worth making the case for experimentation, even in a small newsroom, and how to incorporate new tools into your workflow, your newsroom and your user experience.
",Grand Ballroom III,http://ire.org/events-and-training/event/3189/3524/
,Life after FactFinder,2018-03-09,2:15 p.m.,2018-03-09,3:15 p.m.,"Ronald Campbell, Paul Overberg, Ally Burleson-Gibson","Just when you had finally learned American FactFinder's many foibles, the Census Bureau is shutting the site down. We'll introduce you to its successor, data.census.gov, take you on a test drive and dish some tricks and secrets we've discovered. The new site will become the main source for census information in June.
",Clark,http://ire.org/events-and-training/event/3189/3574/
regex,Regular expressions for the rest of us,2018-03-09,2:15 p.m.,2018-03-09,3:15 p.m.,Amanda Hickman,"By the end of this class, this expression -- ^[A-Za-z0-9._-]+@[[A-Za-z0-9.-]+$ -- will actually make sense to you.
This session is good for: People who want to learn how to conduct advanced searches on their text files using regular expressions.
",Indiana/Iowa,http://ire.org/events-and-training/event/3189/3649/
,Digging into data for stories: A crash course (beginner) *pre-registered attendees only,2018-03-09,2:15 p.m.,2018-03-09,4:30 p.m.,TBA,"**Speakers are IRE/NICAR Staff
Kickstart your data skills with IRE's original mini-boot camp. This series of hands-on classes will introduce you to spreadsheets and databases with IRE's proven techniques. IRE's experienced trainers will walk you through sorting, calculating and interviewing data. You'll come away with a solid base for using data analysis in your own newsroom. In addition, we'll provide you with our boot camp materials to help keep you on track long after you leave the conference. 
Preregistration is required and seating is limited. Laptops will be provided for the training.
Workshop prerequisites: There are no prerequisites for this workshop and beginners are welcome. This workshop is good for those wanting to get started analyzing data for stories.
Workshop times are Friday, March 9, 2:15pm - 4:30pm; Saturday, March 10, 2:15pm - 5:45pm; Sunday, March 11, 9:00am - 12:30pm. Registration for this session reserves your seat for all days of this workshop and attendees are expected to attend all sessions to complete the workshop.
NOTE: Registration is required for this session. Click here to sign up.
",Michigan/Michigan St & Purdue/Wisconsin,http://ire.org/events-and-training/event/3189/3502/
<<<<<<< HEAD
databases,MySQL,2018-03-09,3:30 p.m.,2018-03-09,4:30 p.m.,Jack Gillum,"Plenty of data these days comes in large or relational tables that require a good database manager, beyond what Excel and even Access can offer. MySQL is a free, powerful and popular open-source tool, and with it you can transform and analyze almost any data set. In this class, we will introduce you to MySQL and how it works. Please note that we cannot help you install it here.
This session is good for: People with some experience working with data in columns and rows and who are familiar with SQL.
",Indiana/Iowa,http://ire.org/events-and-training/event/3189/3661/
,User testing: Gathering insight to make better stories (Hosted by the Society for News Design) (Design Track),2018-03-09,3:30 p.m.,2018-03-09,4:30 p.m.,Clarisa Diaz,"Is your story clear? Do people see that search field? Does that button work the way you think it does? Find out how to answer these questions by talking to a few outside people. It's easy, it's cheap and it works. Bonus: Bring a project you're working on and learn how to test it.
*Please note: You must bring your own laptop to participate in this class.
",Grace,http://ire.org/events-and-training/event/3189/3682/
,CAR throwback,2018-03-09,3:30 p.m.,2018-03-09,4:30 p.m.,"Jennifer LaFleur, Cheryl Phillips, Aron Pilhofer","Let's party like it's 1998! Jennifer LaFleur, Cheryl Phillips and Aron Pilhofer take us through a time warp and teach data journalism as it was done in the 1990s. Boot up Windows '98, crank up FoxPro 2.6 and let's get on Al Gore's Information Superhighway. Expect classic NICAR datasets, dated references and lame jokes. Along with the history lesson, they will provide some of the same data integrity tips that are vital to data journalism.
",Northwestern/Ohio St,http://ire.org/events-and-training/event/3189/3666/
=======
,CAR throwback,2018-03-09,3:30 p.m.,2018-03-09,4:30 p.m.,"Jennifer LaFleur, Cheryl Phillips, Aron Pilhofer","Let's party like it's 1998! Jennifer LaFleur, Cheryl Phillips and Aron Pilhofer take us through a time warp and teach data journalism as it was done in the 1990s. Boot up Windows '98, crank up FoxPro 2.6 and let's get on Al Gore's Information Superhighway. Expect classic NICAR datasets, dated references and lame jokes. Along with the history lesson, they will provide some of the same data integrity tips that are vital to data journalism.
",Northwestern/Ohio St,http://ire.org/events-and-training/event/3189/3666/
,User testing: Gathering insight to make better stories (Hosted by the Society for News Design) (Design Track),2018-03-09,3:30 p.m.,2018-03-09,4:30 p.m.,Clarisa Diaz,"Is your story clear? Do people see that search field? Does that button work the way you think it does? Find out how to answer these questions by talking to a few outside people. It's easy, it's cheap and it works. Bonus: Bring a project you're working on and learn how to test it.
*Please note: You must bring your own laptop to participate in this class.
",Grace,http://ire.org/events-and-training/event/3189/3682/
>>>>>>> origin
,Game on: Covering the multibillion-dollar sports industry,2018-03-09,3:30 p.m.,2018-03-09,4:30 p.m.,"Jill Riepenhoff, Christopher Schnaars, Jodi Upton","From kid leagues to college, lots of money and shifting rules make the playing field tough for anyone trying to uncover the rougher side of sports. Little League organizations have virtually no oversight of their finances or rules. High school athletic associations are nonprofit groups that lord over millions of teenage athletes and can loft hefty punishments against students, most of whom never will play in college. And at colleges, TV money has tripled athletics revenue, which has warped spending at a lot of schools, enriching coaches and marketing agencies alike. 
But name and likeness lawsuits, helmet safety issues, Title IX lawsuits, player pay and other issues have started demanding a piece of that money. At the same time, bribery scandals, academic fraud, sexual assault and other problems can make you wonder if anyone's really in charge. Here's what you need to know about the changing landscape and where to find documents and data to help uncover these important local sports stories.
",Addison,http://ire.org/events-and-training/event/3189/3562/
,Tips for harnessing new IRS nonprofit data,2018-03-09,3:30 p.m.,2018-03-09,4:30 p.m.,"Andrea Fuller, Todd Wallack","Did you know the IRS recently started uploading most nonprofits' annual financial filings to the web in electronic format? We'll give you an overview of how to download the filings and extract key fields into a database. We'll also cover some of the tricks and pitfalls in working with the new IRS data.
This session will be most useful if: You are either familiar with basic programming or can track down a programmer later to help.
",Clark,http://ire.org/events-and-training/event/3189/3593/
<<<<<<< HEAD
,Conversation: Meet the authors,2018-03-09,3:30 p.m.,2018-03-09,4:30 p.m.,"Hadley Wickham, Anthony DeBarros, Alberto Cairo","Join Alberto Cairo, Anthony DeBarros and Hadley Wickham for an informal author meet and greet.
",Halsted,http://ire.org/events-and-training/event/3189/3689/
javascript,Intermediate D3 (Hosted by the Society for News Design) (Design Track),2018-03-09,3:30 p.m.,2018-03-09,4:30 p.m.,"John Muyskens, Denise Lu","We will build on D3.js basics by exploring more complex chart forms, covering functions for fetching and manipulating data, and introducing transitions and interaction. We will write working code together and break down how some of our favorite examples of D3 charts work.
This session is good for: People who have some experience with D3.
",Lincolnshire,http://ire.org/events-and-training/event/3189/3679/
=======
javascript,Intermediate D3 (Hosted by the Society for News Design) (Design Track),2018-03-09,3:30 p.m.,2018-03-09,4:30 p.m.,"John Muyskens, Denise Lu","We will build on D3.js basics by exploring more complex chart forms, covering functions for fetching and manipulating data, and introducing transitions and interaction. We will write working code together and break down how some of our favorite examples of D3 charts work.
This session is good for: People who have some experience with D3.
",Lincolnshire,http://ire.org/events-and-training/event/3189/3679/
,Conversation: Meet the authors,2018-03-09,3:30 p.m.,2018-03-09,4:30 p.m.,"Hadley Wickham, Anthony DeBarros, Alberto Cairo",,Halsted,http://ire.org/events-and-training/event/3189/3689/
databases,MySQL,2018-03-09,3:30 p.m.,2018-03-09,4:30 p.m.,Jack Gillum,"Plenty of data these days comes in large or relational tables that require a good database manager, beyond what Excel and even Access can offer. MySQL is a free, powerful and popular open-source tool, and with it you can transform and analyze almost any data set. In this class, we will introduce you to MySQL and how it works. Please note that we cannot help you install it here.
This session is good for: People with some experience working with data in columns and rows and who are familiar with SQL.
",Purdue/Wisconsin,http://ire.org/events-and-training/event/3189/3661/
>>>>>>> origin
,Lightning Talks (Sponsored by the Knight Foundation),2018-03-09,4:45 p.m.,2018-03-09,6:00 p.m.,Sandhya Kambhampati,"Sometimes you don't need 45 minutes to explain a useful technique or interesting resource. Join your colleagues for a session of short (5-minute) talks about doing CAR, Web development or other related topics. 
The talks will be:
 
",Grand Ballroom I & II,http://ire.org/events-and-training/event/3189/3717/
,Philip Meyer Award Presentation,2018-03-09,6:00 p.m.,2018-03-09,6:15 p.m.,TBA,"The presentation of the 2017 Philip Meyer Journalism Awards will take place on Friday at the 2018 CAR Conference in Chicago. The awards recognize the best uses of social research methods in journalism and are named in honor of Philip Meyer, author of “Precision Journalism” and retired Knight Chair in Journalism and UNC School of Journalism and Mass Communications. 
Three awards are given annually — a first, second and third place — to recognize the best work using techniques that are part of precision journalism, computer-assisted reporting and social science research. The awards are: $500 for first, $300 for second, and $200 for third.
",Grand Ballroom I & II,http://ire.org/events-and-training/event/3189/3718/
,Philip Meyer Award Reception,2018-03-09,6:15 p.m.,2018-03-09,7:30 p.m.,TBA,"Join fellow CAR attendees in celebrating the Philip Meyer Award Winners at a reception Friday night with light hor d'oeuvres and a cash bar beginning at 6:15 p.m. in Salon III.
<<<<<<< HEAD
",Grand Ballroom III,http://ire.org/events-and-training/event/3189/3719/
,The IRE services you don't know about,2018-03-10,8:30 a.m.,2018-03-10,8:50 a.m.,"Charles Minshew, Lauren Grandestaff","You've entered IRE contests, you've attended trainings, you're at this conference. But, did you know that you can hire IRE to do research for your stories? Did you know that the NICAR Data Library staff can help you clean data and analyze it for you? Learn more about everything IRE does for you.
",Addison,http://ire.org/events-and-training/event/3189/3727/
,CAR Conference Registration (Saturday),2018-03-10,8:30 a.m.,2018-03-10,6:00 p.m.,TBA,"CAR Conference registration will be located on the 7th Floor of the Chicago Marriott Downtown Mag Mile. 
",7th Floor Registration,http://ire.org/events-and-training/event/3189/3760/
,CAR Conference Sales (Saturday),2018-03-10,8:30 a.m.,2018-03-10,6:00 p.m.,TBA,"Stop by the CAR Conference sales table and browse our merchandise, including the IRE bookstore's most popular titles and shirts with the winning design from the T-shirt contest.
",7th Floor Foyer,http://ire.org/events-and-training/event/3189/3764/
,Introducing the L.A. Times Map Maker: Make maps faster,2018-03-10,9:00 a.m.,2018-03-10,10:00 a.m.,Jon Schleuss,"The Los Angeles Times' Map Maker was created and released to help journalists make locator and other maps faster. Whether it's a quick web locator map or a more detailed map of, say, all the rides at Disneyland, the Map Maker allows you to download both images and vector files to create better maps faster. Jon Schleuss from the Times will demo how to install, use and customize Map Maker for your newsroom.
",Clark,http://ire.org/events-and-training/event/3189/3604/
,Investigating immigration,2018-03-10,9:00 a.m.,2018-03-10,10:00 a.m.,"Pam Dempsey, Reade Levinson, Sarah Macaraeg, Maria Zamudio","Move beyond routine stories about immigrants and immigration by digging deeper on key documents and data that might be new to you. You'll learn where different datasets are located at the local, state and federal level as well as how to use alternative data sources to cover immigration. We'll also discuss the ethical implications involved in covering such a hot-button topic. Regardless of where you live or work, you'll learn a variety of fresh story ideas and tips for producing watchdog stories about immigration that make a difference in your community.
",Grand Ballroom I,http://ire.org/events-and-training/event/3189/3597/
,Quick-turn data stories,2018-03-10,9:00 a.m.,2018-03-10,10:00 a.m.,"Greta Kaul, Nicole Vap, Francisco Vara-Orta, Dave Sheingold","Sometimes you get the luxury of time to think about a data-based story – and sometimes you don't. Four reporters talk about what they learned from turning a data story around on a tight deadline, how best to prepare for quick turnarounds and what they'd do differently.
",Grand Ballroom II,http://ire.org/events-and-training/event/3189/3554/
,Intro to R (intermediate) *pre-registered attendees only,2018-03-10,9:00 a.m.,2018-03-10,12:30 p.m.,"Ryann Grochowski Jones, Olga Pierce, Charles Minshew","Ryann Grochowski Jones and Olga Pierce of ProPublica, along with Charles Minshew of IRE/NICAR, will introduce you to R, a free, powerful open-source programming language, that will add statistical heft to your reporting. By the end of this three-hour session, you will be able to take raw data, import it into R, and start your analysis. Topics will include basic data importing, working with directories, reading in data, installing packages, creating simple visualizations, and how to clean, explore and sort your data. We'll also talk about how to find help when you're stuck.
Preregistration is required and seating is limited. Laptops will be provided for the training.
Workshop prerequisites: This session will be most helpful if you're comfortable working with data and you're ready to take your skills to the next level.
NOTE: Registration is required for this session. Click here to sign up.
",Purdue/Wisconsin,http://ire.org/events-and-training/event/3189/3506/
,The congressional data you don't use (Election/Politics Track),2018-03-10,9:00 a.m.,2018-03-10,10:00 a.m.,"Michael Beckel, Carrie Levine, Daniel Schuman, Derek Willis","Although voting and bill data are readily available, there are other types of congressional data that might come in handy. We'll talk about what they are, how to get them and the list of caveats for them.
",Addison,http://ire.org/events-and-training/event/3189/3569/
,R 1: Intro to R and R Studio (repeat session),2018-03-10,9:00 a.m.,2018-03-10,10:00 a.m.,Sharon Machlis,"Get a hands-on look at R, the powerful open-source programming language specifically designed to analyze data. In this class we'll explore Chicago municipal salary data, plus get a sneak peek at a couple of other cool things R can do in just a few lines of code. 
This session is good for: People who are comfortable working with data in a spreadsheet or database, and won't be afraid of typing into a command line.
",Sheffield,http://ire.org/events-and-training/event/3189/3710/
,Conversation: Security guidelines for your newsroom (Security Track),2018-03-10,9:00 a.m.,2018-03-10,10:00 a.m.,"Kevin Collier, Rachel Jackson","How do the top newsrooms tackle digital security? What are the best practices for protecting news teams, even those with shoestring budgets? And once you have a plan, how do you train journalists to stick to it?
",Halsted,http://ire.org/events-and-training/event/3189/3528/
=======
",Salon III,http://ire.org/events-and-training/event/3189/3719/
,The IRE services you don't know about,2018-03-10,8:30 a.m.,2018-03-10,8:50 a.m.,"Charles Minshew, Lauren Grandestaff","You've entered IRE contests, you've attended trainings, you're at this conference. But, did you know that you can hire IRE to do research for your stories? Did you know that the NICAR Data Library staff can help you clean data and analyze it for you? Learn more about everything IRE does for you.
",Addison,http://ire.org/events-and-training/event/3189/3727/
python,Level up your Python game: Refactoring your code (intermediate/advanced) *pre-registered attendees only,2018-03-10,9:00 a.m.,2018-03-10,12:30 p.m.,"Jeremy Bowers, Serdar Tumgoren","You've written a few Python scripts that get the job done, but the initial euphoria has worn off. Your code is hard to read. Bugs are cropping up. And you can't always explain your process or results to an editor — or yourself. There must be a better way, but the path forward is not clear.
If you've had that itchy feeling, this three-hour, hands-on workshop is for you. This class will explore Python language features that will help you write readable, reliable and reusable code.
Preregistration is required and seating is limited. Attendees must bring a laptop and charger to the training. 
This class is for intermediate Python programmers. We expect you're already using Python for work and have a working development environment. We won't be covering how to set up your machine or get started. If this describes your need, perhaps enroll in PyCAR instead.
Workshop prerequisites: Experience with basic Python language features like variables, data types, conditionals and functions are required.
NOTE: Registration is required for this session. Click here to sign up.
",Grace,http://ire.org/events-and-training/event/3189/3507/
spreadsheets,Upping your Excel game (intermediate) *pre-registered attendees only,2018-03-10,9:00 a.m.,2018-03-10,12:30 p.m.,MaryJo Webster,"If you've found yourself struggling in a spreadsheet, thinking that whatever you were trying to achieve seemed harder than it should've been, then this is the class for you. We'll learn about various tools and functions in Excel that come in handy when you need to re-structure or otherwise get your data ready for analysis. We'll cover string functions, logical functions, date functions, reshaping data, merging data using lookup functions and perhaps a few other nifty tricks if time allows. This is an intermediate Excel class intended for those who have mastered the basics, such as sorting, filtering, pivot tables and using functions. It is a fast-paced class intended to introduce you to these tools. You'll walk out with practice data and a 20-page tipsheet that covers in detail everything we do in class, plus other great Excel tips.
Preregistration is required and seating is limited. Laptops will be provided for the training. 
Workshop prerequisites: You should have prior experience using Excel or Google Sheets, and be comfortable with introductory-level spreadsheet skills, such as sorting, filtering, SUM and AVERAGE functions, calculations such as percentage change or percent of total, and how to use Pivot Tables.
NOTE: Registration is required for this session. Click here to sign up.
",Michigan/Michigan St,http://ire.org/events-and-training/event/3189/3505/
,Algorithmic accountability,2018-03-10,9:00 a.m.,2018-03-10,10:00 a.m.,"Robert Arthur, Karrie Karahalios, Robert Brauneis, Nicholas Diakopoulos","Algorithms are increasingly used throughout the public and private sectors, making decisions that impact people's lives in myriad ways. Algorithmic accountability reporting is an emerging set of methods for investigating how algorithms exert influence and power in society. In this session we'll detail concrete investigations in this domain and discuss strategies, methods and techniques for pursuing algorithmic accountability reporting.
",Grand Ballroom III,http://ire.org/events-and-training/event/3189/3552/
,The congressional data you don't use (Election/Politics Track),2018-03-10,9:00 a.m.,2018-03-10,10:00 a.m.,"Michael Beckel, Carrie Levine, Daniel Schuman, Derek Willis","Although voting and bill data are readily available, there are other types of congressional data that might come in handy. We'll talk about what they are, how to get them and the list of caveats for them.
",Addison,http://ire.org/events-and-training/event/3189/3569/
,First graphics app (intermediate) *pre-registered attendees only,2018-03-10,9:00 a.m.,2018-03-10,5:45 p.m.,"Dana Amihere, Armand Emamdjomeh, Ben Welsh","This six-hour mini-boot camp will walk you through the process of building a standalone story from a dataset. You will get hands-on experience in every stage of the development process, writing JavaScript, HTML and CSS using the cutting-edge tools favored by graphics departments at America's largest news organizations. You won't stop until you've deployed a working application onto the World Wide Web.
Your teachers will be Ben Welsh, data editor at The Los Angeles Times; Armand Emamdjomeh, graphics reporter at The Washington Post; and Dana Amihere, interactive editor at The Dallas Morning News.
Preregistration is required and seating is limited. Laptops will be provided for the training.
Workshop prerequisites: If you have a good attitude and know how to take a few code crashes in stride, you are qualified for this class.
NOTE: Registration is required for this session. Click here to sign up.
",Indiana/Iowa,http://ire.org/events-and-training/event/3189/3508/
,Conversation: Security guidelines for your newsroom (Security Track),2018-03-10,9:00 a.m.,2018-03-10,10:00 a.m.,"Kevin Collier, Rachel Jackson","How do the top newsrooms tackle digital security? What are the best practices for protecting news teams, even those with shoestring budgets? And once you have a plan, how do you train journalists to stick to it?
",Halsted,http://ire.org/events-and-training/event/3189/3528/
,Investigating immigration,2018-03-10,9:00 a.m.,2018-03-10,10:00 a.m.,"Pam Dempsey, Reade Levinson, Sarah Macaraeg, Maria Zamudio","Move beyond routine stories about immigrants and immigration by digging deeper on key documents and data that might be new to you. You'll learn where different datasets are located at the local, state and federal level as well as how to use alternative data sources to cover immigration. We'll also discuss the ethical implications involved in covering such a hot-button topic. Regardless of where you live or work, you'll learn a variety of fresh story ideas and tips for producing watchdog stories about immigration that make a difference in your community.
",Grand Ballroom I,http://ire.org/events-and-training/event/3189/3597/
,Quick-turn data stories,2018-03-10,9:00 a.m.,2018-03-10,10:00 a.m.,"Greta Kaul, Nicole Vap, Francisco Vara-Orta, Dave Sheingold","Sometimes you get the luxury of time to think about a data-based story – and sometimes you don't. Four reporters talk about what they learned from turning a data story around on a tight deadline, how best to prepare for quick turnarounds and what they'd do differently.
",Grand Ballroom II,http://ire.org/events-and-training/event/3189/3554/
